Período;Período.Format.2;Região;Instituição;Localização Geográfica;Urgências Geral;Urgências Pediátricas;Urgência Obstetricia;Urgência Psiquiátrica;Total Urgências
2015-05;2015/05/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;21345;9139;;;30484
2015-05;2015/05/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;52968;16467;6231;;75666
2015-05;2015/05/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;47007;12494;1006;;60507
2015-05;2015/05/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;74376;25528;7664;;107568
2015-05;2015/05/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;53313;14237;3337;;70887
2015-05;2015/05/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;63960;9468;1492;;74920
2015-05;2015/05/01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;54186;20676;5464;;80326
2015-05;2015/05/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;31856;;3328;;35184
2015-05;2015/05/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;55675;10551;1885;;68111
2015-06;2015/06/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;60106;19026;2985;;82117
2015-06;2015/06/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;95483;31356;14516;;141355
2015-06;2015/06/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;56423;14550;1229;;72202
2015-06;2015/06/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;60498;31321;7223;;99042
2015-06;2015/06/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;39785;19686;3434;;62905
2015-06;2015/06/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;78590;38897;6707;0;124194
2015-06;2015/06/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;58581;;7653;;66234
2015-06;2015/06/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;64296;16736;4043;;85075
2015-06;2015/06/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;73731;21348;6604;;101683
2015-07;2015/07/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;70810;21729;3541;;96080
2015-07;2015/07/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;112027;35659;17210;;164896
2015-07;2015/07/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;57711;19944;5186;;82841
2015-07;2015/07/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;84027;44560;12316;4225;145128
2015-07;2015/07/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;59790;19688;8729;;88207
2015-07;2015/07/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;50072;26374;9413;;85859
2015-07;2015/07/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;86979;23923;7914;;118816
2015-07;2015/07/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;89662;12531;2252;;104445
2015-07;2015/07/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;44651;23216;4241;;72108
2015-07;2015/07/01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;76963;27980;7757;;112700
2015-07;2015/07/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;28094;10974;;;39068
2015-08;2015/08/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;65830;;;;65830
2015-08;2015/08/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;178478;49661;12356;0;240495
2015-08;2015/08/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;128423;39657;19954;;188034
2015-08;2015/08/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;65868;21873;6010;;93751
2015-08;2015/08/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;78061;33016;6961;;118038
2015-08;2015/08/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;54144;24649;4675;;83468
2015-08;2015/08/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;58461;22181;4286;;84928
2015-08;2015/08/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;51746;;5549;;57295
2015-09;2015/09/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;91334;26675;4709;;122718
2015-09;2015/09/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;90907;43115;11511;;145533
2015-09;2015/09/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;133837;41839;14476;;190152
2015-09;2015/09/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;57889;27999;5519;;91407
2015-09;2015/09/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;58200;;6264;;64464
2015-10;2015/10/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;69095;34073;11521;;114689
2015-10;2015/10/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;68474;28696;7524;;104694
2015-10;2015/10/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;64672;31437;6175;;102284
2015-10;2015/10/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;90075;;;;90075
2015-11;2015/11/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;111725;33808;5774;;151307
2015-11;2015/11/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;116680;34042;14574;;165296
2015-11;2015/11/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;93874;29775;14112;;137761
2015-11;2015/11/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;135446;38601;13765;;187812
2015-11;2015/11/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;66976;;;;66976
2015-11;2015/11/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;136213;35814;12945;;184972
2015-12;2015/12/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;115909;50478;10433;;176820
2015-12;2015/12/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;148249;42927;15139;;206315
2015-12;2015/12/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;173501;59060;19438;;251999
2015-12;2015/12/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;129965;32208;8672;;170845
2015-12;2015/12/01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;133859;46998;13550;;194407
2016-01;2016/01/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;20752;6676;1603;0;29031
2016-01;2016/01/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;10627;3720;1304;;15651
2016-01;2016/01/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;7294;1451;319;;9064
2016-01;2016/01/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;8940;3393;1362;;13695
2016-01;2016/01/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;13035;6962;1206;;21203
2016-01;2016/01/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;6145;;;;6145
2016-01;2016/01/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;6547;3590;583;;10720
2016-01;2016/01/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;4278;1396;;;5674
2016-01;2016/01/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;6370;;796;;7166
2016-01;2016/01/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;9626;;;;9626
2016-02;2016/02/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;14856;3090;666;;18612
2016-02;2016/02/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;20701;7760;1028;;29489
2016-02;2016/02/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;13983;7942;2238;;24163
2016-02;2016/02/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;8304;3063;;;11367
2016-03;2016/03/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;21336;11885;3356;;36577
2016-03;2016/03/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;22407;16000;3762;;42169
2016-03;2016/03/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;30388;;3819;;34207
2016-03;2016/03/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;18607;;;;18607
2016-03;2016/03/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;29071;;;;29071
2016-04;2016/04/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;18959;6693;411;;26063
2016-04;2016/04/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;41963;15093;2094;;59150
2016-04;2016/04/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;16943;4889;554;;22386
2016-04;2016/04/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;27000;12761;2890;;42651
2016-05;2016/05/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;34079;4755;609;;39443
2016-05;2016/05/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;21405;6319;680;;28404
2016-05;2016/05/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;52102;22278;4301;;78681
2016-05;2016/05/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;64165;10368;1919;;76452
2016-06;2016/06/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;63188;21920;3241;;88349
2016-06;2016/06/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;50368;18749;4359;;73476
2016-06;2016/06/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;75411;41916;10601;3563;131491
2016-06;2016/06/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;52633;18419;7740;;78792
2016-06;2016/06/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;79835;24229;7790;;111854
2016-06;2016/06/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;92272;32516;9963;;134751
2016-06;2016/06/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;77422;22502;6972;;106896
2016-06;2016/06/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;59367;22739;6206;;88312
2016-06;2016/06/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;39577;;4754;;44331
2016-07;2016/07/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;47629;6244;872;;54745
2016-07;2016/07/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;74383;24728;3849;;102960
2016-07;2016/07/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;71434;21837;8914;;102185
2016-07;2016/07/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;88728;47504;12612;4210;153054
2016-07;2016/07/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;50984;26585;8353;;85922
2016-07;2016/07/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;69603;17831;1952;;89386
2016-07;2016/07/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;52432;19846;3714;;75992
2016-08;2016/08/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;83324;42321;10601;;136246
2016-08;2016/08/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;64645;32439;11331;;108415
2016-08;2016/08/01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;96762;32779;9825;;139366
2016-08;2016/08/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;35368;11402;;;46770
2016-09;2016/09/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;40886;15255;;;56141
2016-09;2016/09/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;63937;13202;3079;;80218
2016-09;2016/09/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;75585;;;;75585
2016-09;2016/09/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;61213;7547;1157;;69917
2016-09;2016/09/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;42743;13420;1064;;57227
2016-09;2016/09/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;95558;29685;5101;;130344
2016-09;2016/09/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;149787;46559;22313;;218659
2016-09;2016/09/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;113968;57127;16363;5442;192900
2016-09;2016/09/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;79144;24804;11975;;115923
2016-09;2016/09/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;121776;33680;12076;;167532
2016-09;2016/09/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;68004;43278;11461;;122743
2016-09;2016/09/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;93191;46434;12021;;151646
2016-09;2016/09/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;55806;;;;55806
2016-09;2016/09/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;91295;31067;9495;;131857
2016-10;2016/10/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;71286;14842;3410;;89538
2016-10;2016/10/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;67851;8423;1251;;77525
2016-10;2016/10/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;105790;33080;5707;;144577
2016-10;2016/10/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;102110;29233;12758;;144101
2016-10;2016/10/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;83606;28967;7461;;120034
2016-10;2016/10/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;72848;35980;11920;;120748
2016-10;2016/10/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;75585;48660;12811;;137056
2016-10;2016/10/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;70379;37846;6593;;114818
2016-10;2016/10/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;140566;65278;11879;;217723
2016-10;2016/10/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;106361;;13817;;120178
2016-10;2016/10/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;44331;13910;;;58241
2016-11;2016/11/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;115418;36527;6284;;158229
2016-11;2016/11/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;49419;18760;;;68179
2016-11;2016/11/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;47307;12116;1542;;60965
2016-11;2016/11/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;78262;35407;6303;;119972
2016-11;2016/11/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;174402;55978;18399;;248779
2016-11;2016/11/01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;131368;44633;13469;;189470
2016-12;2016/12/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;126963;39634;6896;;173493
2016-12;2016/12/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;52023;13570;1707;;67300
2016-12;2016/12/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;129519;48761;10263;;188543
2016-12;2016/12/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;154601;40925;14678;;210204
2016-12;2016/12/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;122293;43649;12626;;178568
2016-12;2016/12/01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;143263;49149;14652;;207064
2017-01;2017/01/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;7437;1716;281;;9434
2017-01;2017/01/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;10409;4320;845;;15574
2017-01;2017/01/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;6911;3505;451;;10867
2017-01;2017/01/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;9896;;1362;;11258
2017-01;2017/01/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;7255;2323;765;;10343
